DBN,Location,Location Type,Total_GC&SW,Total GC,Total SW,Full Time GC,Full Time SW
10X015,P.S. X015 Institute for Environmental Learning,K-8,2.0,1.0,1.0,1.0,1.0
10X020,"PS/MS 20 P.O.George J. Werdann, III",K-8,4.0,1.0,3.0,1.0,3.0
10X023,P.S. 023 The New Children's School,Elementary,2.6,0.6,2.0,0.0,2.0
10X024,P.S. 024 Spuyten Duyvil,Elementary,2.0,1.0,1.0,1.0,1.0
10X032,P.S. 032 Belmont,Elementary,5.0,2.0,3.0,2.0,3.0
10X033,P.S. 033 Timothy Dwight,Elementary,3.0,1.0,2.0,1.0,2.0
10X037,P.S. X037 - Multiple Intelligence School,K-8,3.0,2.0,1.0,2.0,1.0
10X045,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,2.3,1.0,1.3,1.0,1.0
10X046,P.S. 046 Edgar Allan Poe,Elementary,5.0,3.0,2.0,3.0,2.0
10X051,P.S. 051 Bronx New School,Elementary,1.0,1.0,0.0,1.0,0.0
10X054,P.S./I.S. 54,Elementary,3.0,0.0,3.0,0.0,3.0
10X056,P.S. 056 Norwood Heights,Elementary,3.0,2.0,1.0,2.0,1.0
10X059,P.S. 059 The Community School of Technology,Elementary,3.0,1.0,2.0,1.0,2.0
10X077,Bedford Park Elementary School,Elementary,2.0,1.0,1.0,1.0,1.0
10X080,J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,3.3,2.0,1.3,2.0,1.0
10X081,P.S. 081 Robert J. Christen,Elementary,2.0,1.0,1.0,1.0,1.0
10X085,P.S. 085 Great Expectations,Elementary,6.0,1.0,5.0,1.0,5.0
10X086,P.S. 086 Kingsbridge Heights,Elementary,4.4,1.4,3.0,1.0,3.0
10X091,P.S. 091 Bronx,Elementary,4.0,2.0,2.0,2.0,2.0
10X094,P.S. 094 Kings College School,Elementary,4.0,3.0,1.0,3.0,1.0
10X095,P.S. 095 Sheila Mencher,K-8,5.0,3.0,2.0,3.0,2.0
10X118,J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle,5.3,2.0,3.3,2.0,3.0
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Secondary School,7.0,5.0,2.0,5.0,2.0
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,1.0,1.0,0.0,1.0,0.0
10X205,P.S. 205 Fiorello LaGuardia,Elementary,4.0,2.0,2.0,2.0,2.0
10X206,I.S. 206 Ann Mersereau,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
10X207,P.S. 207,Elementary,2.0,0.0,2.0,0.0,2.0
10X209,P.S. 209,Early Childhood,1.0,1.0,0.0,1.0,0.0
10X213,Bronx Engineering and Technology Academy,High school,3.0,3.0,0.0,3.0,0.0
10X225,Theatre Arts Production Company School,Secondary School,3.3,2.0,1.3,2.0,1.0
10X226,P.S. 226,Elementary,3.0,2.0,1.0,2.0,1.0
10X228,Jonas Bronck Academy,Junior High-Intermediate-Middle,2.3,1.0,1.3,1.0,1.0
10X237,"The Marie Curie School for Medicine, Nursing, and",High school,4.2,2.0,2.2,2.0,2.0
10X243,West Bronx Academy for the Future,Secondary School,3.2,3.0,0.2,3.0,0.0
10X244,The New School for Leadership and Journalism,Junior High-Intermediate-Middle,4.2,4.0,0.2,4.0,0.0
10X246,P.S. 246 Poe Center,Elementary,3.0,2.0,1.0,2.0,1.0
10X254,I.S. 254,Junior High-Intermediate-Middle,2.3,2.0,0.3,2.0,0.0
10X264,Bronx Academy for Software Engineering (BASE),High school,5.2,2.0,3.2,2.0,3.0
10X268,Kingsbridge International High School,High school,4.0,3.0,1.0,3.0,1.0
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",K-8,6.6,4.0,2.6,4.0,2.0
10X280,P.S./M.S. 280 Mosholu Parkway,K-8,4.0,2.0,2.0,2.0,2.0
10X284,Bronx School of Law and Finance,High school,6.0,5.0,1.0,5.0,1.0
10X291,P.S. 291,Elementary,2.0,1.0,1.0,1.0,1.0
10X306,P.S. 306,Elementary,3.0,1.0,2.0,1.0,2.0
10X307,Luisa Pineiro Fuentes School of Science and Discov,Elementary,2.0,1.0,1.0,1.0,1.0
10X308,Bronx Dance Academy School,Junior High-Intermediate-Middle,2.3,2.0,0.3,2.0,0.0
10X310,P.S. 310 Marble Hill,Elementary,4.0,2.0,2.0,2.0,2.0
10X315,P.S. 315 Lab School,K-8,1.0,1.0,0.0,1.0,0.0
10X319,Providing Urban Learners Success In Education High,High school,1.0,1.0,0.0,1.0,0.0
10X331,The Bronx School of Young Leaders,Junior High-Intermediate-Middle,3.3,3.0,0.3,3.0,0.0
10X340,P.S. 340,Elementary,2.0,0.0,2.0,0.0,2.0
10X342,International School for Liberal Arts,Secondary School,3.0,3.0,0.0,3.0,0.0
10X344,Ampark Neighborhood,Elementary,1.4,1.0,0.4,1.0,0.0
10X351,Bronx Collaborative High School,High school,6.0,2.0,4.0,2.0,4.0
10X353,World View High School,High school,4.2,3.0,1.2,3.0,1.0
10X360,P.S. 360,Elementary,1.4,1.4,0.0,1.0,0.0
10X363,Academy For Personal Leadership And Excellence,Junior High-Intermediate-Middle,7.2,4.0,3.2,4.0,3.0
10X368,In-Tech Academy (M.S. / High School 368),Secondary School,4.0,4.0,0.0,4.0,0.0
10X374,Knowledge and Power Preparatory Academy Internatio,High school,3.2,3.0,0.2,3.0,0.0
10X382,"Elementary School for Math, Science, and Technolog",Elementary,1.0,1.0,0.0,1.0,0.0
10X386,School for Environmental Citizenship,Elementary,1.0,1.0,0.0,1.0,0.0
10X390,M.S. 390,Junior High-Intermediate-Middle,5.3,2.0,3.3,2.0,3.0
10X391,The Angelo Patri Middle School,Junior High-Intermediate-Middle,4.3,3.0,1.3,3.0,1.0
10X396,P.S. 396,Elementary,3.0,3.0,0.0,3.0,0.0
10X397,English Language Learners and International Suppor,High school,5.0,2.0,3.0,2.0,3.0
10X433,High School for Teaching and the Professions,High school,5.0,4.0,1.0,4.0,1.0
10X434,Belmont Preparatory High School,High school,3.2,3.0,0.2,3.0,0.0
10X437,Fordham High School for the Arts,High school,5.2,2.0,3.2,2.0,3.0
10X438,Fordham Leadership Academy,High school,2.2,2.0,0.2,2.0,0.0
10X439,Bronx High School for Law and Community Service,High school,4.2,4.0,0.2,4.0,0.0
10X440,DeWitt Clinton High School,High school,7.2,4.0,3.2,4.0,3.0
10X442,"Celia Cruz Bronx High School of Music, The",High school,2.0,2.0,0.0,2.0,0.0
10X445,The Bronx High School of Science,High school,14.2,13.0,1.2,13.0,1.0
10X447,Creston Academy,Junior High-Intermediate-Middle,2.3,2.0,0.3,2.0,0.0
10X477,Marble Hill High School for International Studies,High school,1.0,1.0,0.0,1.0,0.0
10X524,Crotona International High School,High school,3.2,2.0,1.2,2.0,1.0
10X546,Bronx Theatre High School,High school,2.0,2.0,0.0,2.0,0.0
10X549,Discovery High School,High school,2.0,2.0,0.0,2.0,0.0
10X565,High School for Energy and Technology,High school,4.2,3.0,1.2,3.0,1.0
10X696,High School of American Studies at Lehman College,High school,2.3,2.0,0.3,2.0,0.0
11X016,P.S. 016 Wakefield,Elementary,2.0,1.0,1.0,1.0,1.0
11X019,P.S. 019 Judith K. Weiss,K-8,2.0,1.0,1.0,1.0,1.0
11X021,P.S. 021 Philip H. Sheridan,Elementary,3.0,1.0,2.0,1.0,2.0
11X041,P.S. 041 Gun Hill Road,Elementary,3.0,2.0,1.0,2.0,1.0
11X068,P.S. 068 Bronx,Elementary,3.0,2.0,1.0,2.0,1.0
11X076,P.S. 076 The Bennington School,Elementary,3.0,2.0,1.0,2.0,1.0
11X078,P.S. 078 Anne Hutchinson,Elementary,4.0,2.0,2.0,2.0,2.0
11X083,P.S. 083 Donald Hertz,K-8,6.0,3.0,3.0,3.0,3.0
11X087,P.S. 087 Bronx,Elementary,3.0,2.0,1.0,2.0,1.0
11X089,P.S. 089 Bronx,K-8,5.0,3.0,2.0,3.0,2.0
11X096,P.S. 096 Richard Rodgers,Elementary,3.0,2.0,1.0,2.0,1.0
11X097,P.S. 097 Bronx,Elementary,2.0,1.0,1.0,1.0,1.0
11X103,P.S. 103 Hector Fontanez,Elementary,3.0,1.0,2.0,1.0,2.0
11X105,P.S. 105 Sen Abraham Bernstein,Elementary,2.0,1.0,1.0,1.0,1.0
11X106,P.S. 106 Parkchester,Elementary,2.0,1.0,1.0,1.0,1.0
11X108,P.S. 108 Philip J. Abinanti,Elementary,1.4,0.4,1.0,0.0,1.0
11X111,P.S. 111 Seton Falls,Elementary,2.0,1.0,1.0,1.0,1.0
11X112,P.S. 112 Bronxwood,Elementary,2.0,2.0,0.0,2.0,0.0
11X121,P.S. 121 Throop,Elementary,2.0,1.0,1.0,1.0,1.0
11X127,J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
11X144,J.H.S. 144 Michelangelo,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
11X153,P.S. 153 Helen Keller,Elementary,2.0,1.0,1.0,1.0,1.0
11X160,P.S. 160 Walt Disney,Elementary,4.0,3.0,1.0,3.0,1.0
11X169,Baychester Academy,Elementary,2.0,0.0,2.0,0.0,2.0
11X175,P.S. 175 City Island,K-8,1.6,1.6,0.0,1.0,0.0
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,2.0,1.0,1.0,1.0,1.0
11X180,M.S. 180 Dr. Daniel Hale Williams,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
11X181,I.S. 181 Pablo Casals,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
11X189,Cornerstone Academy for Social Action,Elementary,2.6,1.6,1.0,1.0,1.0
11X194,P.S./M.S. 194,K-8,3.0,2.0,1.0,2.0,1.0
11X249,Bronx Health Sciences High School,High school,2.3,2.0,0.3,2.0,0.0
11X253,Bronx High School for Writing and Communication Ar,High school,3.0,3.0,0.0,3.0,0.0
11X265,Bronx Lab School,High school,3.0,1.0,2.0,1.0,2.0
11X270,Academy for Scholarship and Entrepreneurship: A Co,High school,2.0,2.0,0.0,2.0,0.0
11X275,High School of Computers and Technology,High school,4.0,3.0,1.0,3.0,1.0
11X287,North Bronx School of Empowerment,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
11X288,Collegiate Institute for Math and Science,High school,4.3,3.0,1.3,3.0,1.0
11X290,Bronx Academy of Health Careers,High school,2.0,2.0,0.0,2.0,0.0
11X299,Astor Collegiate Academy,High school,2.3,2.0,0.3,2.0,0.0
11X326,Bronx Green Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
11X355,Bronx Alliance Middle School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
11X357,Young Voices Academy of the Bronx,Elementary,1.0,1.0,0.0,1.0,0.0
11X370,Leaders of Tomorrow,Junior High-Intermediate-Middle,3.0,3.0,0.0,3.0,0.0
11X418,Bronx High School for the Visual Arts,High school,3.3,2.0,1.3,2.0,1.0
11X455,Harry S Truman High School,High school,12.3,10.0,2.3,10.0,2.0
11X462,Cornerstone Academy for Social Action Middle Schoo,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
11X468,Pelham Academy of Academics and Community Engageme,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
11X481,The STEAM Bridge School,Elementary,1.4,1.4,0.0,1.0,0.0
11X483,The Matilda Avenue School,Elementary,1.0,0.0,1.0,0.0,1.0
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,K-8,2.0,2.0,0.0,2.0,0.0
11X508,Bronxdale High School,High school,2.0,1.0,1.0,1.0,1.0
11X509,High School of Language and Innovation,High school,2.3,1.0,1.3,1.0,1.0
11X513,New World High School,High school,2.3,2.0,0.3,2.0,0.0
11X514,The Bronxwood Preparatory Academy,High school,2.3,2.0,0.3,2.0,0.0
11X529,One World Middle School at Edenwald,Junior High-Intermediate-Middle,2.4,1.4,1.0,1.0,1.0
11X532,Baychester Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
11X542,Pelham Preparatory Academy,High school,3.3,2.0,1.3,2.0,1.0
11X544,High School for Contemporary Arts,High school,4.0,3.0,1.0,3.0,1.0
11X545,Bronx Aerospace High School,High school,2.0,1.0,1.0,1.0,1.0
11X556,Bronx Park Middle School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
11X566,Pelham Gardens Middle School,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
11X567,Linden Tree Elementary School,Elementary,3.0,2.0,1.0,2.0,1.0
12X006,P.S. 006 West Farms,Elementary,3.0,1.0,2.0,1.0,2.0
12X044,P.S. 044 David C. Farragut,Elementary,2.0,1.0,1.0,1.0,1.0
12X047,P.S. 047 John Randolph,Elementary,2.0,0.0,2.0,0.0,2.0
12X057,P.S. 057 Crescent,Elementary,3.0,1.0,2.0,1.0,2.0
12X061,P.S. 061 Francisco Oller,Elementary,1.0,1.0,0.0,1.0,0.0
12X066,P.S. 066 School of Higher Expectations,Elementary,4.0,1.0,3.0,1.0,3.0
12X067,P.S. 067 Mohegan School,Elementary,2.0,0.0,2.0,0.0,2.0
12X098,J.H.S. 098 Herman Ridder,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
12X129,M.S. 129 Academy for Independent Learning and Lead,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
12X134,P.S. 134 George F. Bristow,Elementary,3.0,1.0,2.0,1.0,2.0
12X150,P.S. 150 Charles James Fox,Elementary,4.0,0.0,4.0,0.0,4.0
12X190,E.S.M.T- I.S. 190,Junior High-Intermediate-Middle,1.0,0.0,1.0,0.0,1.0
12X195,P.S. 195,Elementary,4.0,2.0,2.0,2.0,2.0
12X196,P.S. 196,Elementary,2.0,1.0,1.0,1.0,1.0
12X211,P.S. 211,K-8,1.0,1.0,0.0,1.0,0.0
12X212,P.S. 212,K-8,1.0,0.0,1.0,0.0,1.0
12X214,P.S. 214,K-8,4.0,2.0,2.0,2.0,2.0
12X217,School of Performing Arts,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
12X242,Mott Hall V,Secondary School,2.0,2.0,0.0,2.0,0.0
12X248,"Metropolitan High School, The",High school,2.0,1.0,1.0,1.0,1.0
12X251,Explorations Academy H.S.,High school,3.0,2.0,1.0,2.0,1.0
12X267,Bronx Latin,Secondary School,4.0,3.0,1.0,3.0,1.0
12X271,East Bronx Academy for the Future,Secondary School,3.0,3.0,0.0,3.0,0.0
12X273,Frederick Douglass Academy V. Middle School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
12X286,Fannie Lou Hamer Middle School,Junior High-Intermediate-Middle,2.0,1.0,1.0,1.0,1.0
12X300,The School of Science and Applied Learning,Elementary,4.0,1.0,3.0,1.0,3.0
12X314,Fairmont Neighborhood School,Elementary,2.0,1.0,1.0,1.0,1.0
12X316,Kappa III,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
12X318,"I.S. X318 Math, Science & Technology Through Arts",Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
12X341,Accion Academy,Junior High-Intermediate-Middle,4.0,2.0,2.0,2.0,2.0
12X383,Emolior Academy,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
12X388,Pan American International High School at Monroe,High school,3.0,2.0,1.0,2.0,1.0
12X446,Arturo A. Schomburg Satellite Academy Bronx,High school,2.0,1.0,1.0,1.0,1.0
12X458,Samara Community School,Elementary,1.0,1.0,0.0,1.0,0.0
12X463,Urban Scholars Community School,Elementary,1.0,1.0,0.0,1.0,0.0
12X478,The Cinema School,High school,2.0,2.0,0.0,2.0,0.0
12X479,Bronx Career and College Preparatory High School,High school,4.0,3.0,1.0,3.0,1.0
12X480,Bronx Regional High School,High school,3.0,2.0,1.0,2.0,1.0
12X511,Bronx Envision Academy,High school,3.0,1.0,2.0,1.0,2.0
12X521,The Metropolitan Soundview High School,High school,3.0,2.0,1.0,2.0,1.0
12X531,Archer Elementary School,Elementary,3.0,1.0,2.0,1.0,2.0
12X536,P.S. 536,Elementary,1.0,1.0,0.0,1.0,0.0
12X550,High School of World Cultures,High school,3.0,3.0,0.0,3.0,0.0
12X595,P.S. 595,Elementary,1.6,1.0,0.6,1.0,0.0
12X682,Fannie Lou Hamer Freedom High School,High school,3.0,1.0,2.0,1.0,2.0
12X684,Wings Academy,High school,2.0,2.0,0.0,2.0,0.0
12X691,Bronx Little School,Elementary,1.0,1.0,0.0,1.0,0.0
13K003,P.S. 003 The Bedford Village,Elementary,2.0,1.0,1.0,1.0,1.0
13K008,P.S. 008 Robert Fulton,Elementary,1.9,1.9,0.0,1.0,0.0
13K009,P.S. 009 Teunis G. Bergen,Elementary,2.0,1.0,1.0,1.0,1.0
13K011,P.S. 011 Purvis J. Behan,Elementary,1.0,1.0,0.0,1.0,0.0
13K020,P.S. 020 Clinton Hill,Elementary,1.6,0.6,1.0,0.0,1.0
13K044,P.S. 044 Marcus Garvey,Elementary,1.4,0.4,1.0,0.0,1.0
13K046,P.S. 046 Edward C. Blum,Elementary,1.6,0.6,1.0,0.0,1.0
13K054,P.S. 054 Samuel C. Barnes,Elementary,0.4,0.4,0.0,0.0,0.0
13K056,P.S. 056 Lewis H. Latimer,Elementary,2.0,1.0,1.0,1.0,1.0
13K067,P.S. 067 Charles A. Dorsey,Elementary,1.0,1.0,0.0,1.0,0.0
13K093,P.S. 093 William H. Prescott,Elementary,1.0,1.0,0.0,1.0,0.0
13K113,M.S. 113 Ronald Edmonds Learning Center,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
13K133,P.S. 133 William A. Butler,Elementary,1.0,1.0,0.0,1.0,0.0
13K256,P.S. 256 Benjamin Banneker,Elementary,1.0,0.0,1.0,0.0,1.0
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Secondary School,2.0,2.0,0.0,2.0,0.0
13K266,M.S. K266 - Park Place Community Middle School,Junior High-Intermediate-Middle,3.2,2.0,1.2,2.0,1.0
13K270,P.S. 270 Johann DeKalb,Elementary,1.6,0.6,1.0,0.0,1.0
13K282,P.S. 282 Park Slope,K-8,3.0,2.0,1.0,2.0,1.0
13K287,P.S. 287 Bailey K. Ashford,Elementary,2.0,1.0,1.0,1.0,1.0
13K301,Satellite East Middle School,Junior High-Intermediate-Middle,1.3,1.0,0.3,1.0,0.0
13K305,P.S. 305 Dr. Peter Ray,Elementary,2.0,1.0,1.0,1.0,1.0
13K307,P.S. 307 Daniel Hale Williams,Elementary,2.0,1.0,1.0,1.0,1.0
13K313,Dock Street School for STEAM Studies,Junior High-Intermediate-Middle,1.6,1.4,0.2,1.0,0.0
13K350,Urban Assembly School for Music and Art,High school,1.2,1.0,0.2,1.0,0.0
13K351,The Urban Assembly Unison School,Junior High-Intermediate-Middle,1.8,0.0,1.8,0.0,1.0
13K412,Brooklyn Community Arts & Media High School (BCAM),High school,2.6,1.0,1.6,1.0,1.0
13K419,"Science Skills Center High School for Science, Tec",High school,4.0,3.0,1.0,3.0,1.0
13K430,Brooklyn Technical High School,High school,26.2,23.0,3.2,23.0,3.0
13K439,Brooklyn International High School,High school,2.2,1.0,1.2,1.0,1.0
13K483,The Urban Assembly School for Law and Justice,High school,2.2,0.0,2.2,0.0,2.0
13K492,Academy of Arts and Letters,K-8,0.6,0.0,0.6,0.0,0.0
13K499,ACORN Community High School,High school,1.2,1.0,0.2,1.0,0.0
13K527,Urban Assembly Institute of Math and Science for Y,Secondary School,3.8,1.6,2.2,1.0,2.0
13K553,Brooklyn Academy High School,High school,3.0,2.0,1.0,2.0,1.0
13K594,Gotham Professional Arts Academy,High school,2.2,1.0,1.2,1.0,1.0
13K595,Bedford Academy High School,High school,2.2,2.0,0.2,2.0,0.0
13K605,George Westinghouse Career and Technical Education,High school,7.0,4.0,3.0,4.0,3.0
13K616,Brooklyn High School for Leadership and Community,High school,1.0,1.0,0.0,1.0,0.0
13K670,Benjamin Banneker Academy,High school,5.2,5.0,0.2,5.0,0.0
13K674,"City Polytechnic High School of Engineering, Archi",High school,3.2,3.0,0.2,3.0,0.0
13K691,Fort Greene Preparatory Academy,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
13K915,I.S. 915,Junior High-Intermediate-Middle,1.8,1.8,0.0,1.0,0.0
14K016,P.S. 016 Leonard Dunkly,Elementary,2.4,1.4,1.0,1.0,1.0
14K017,P.S. 017 Henry D. Woodworth,Elementary,1.4,0.0,1.4,0.0,1.0
14K018,P.S. 018 Edward Bush,Elementary,1.0,1.0,0.0,1.0,0.0
14K023,P.S. 023 Carter G. Woodson,Elementary,2.0,1.0,1.0,1.0,1.0
14K031,P.S. 031 Samuel F. Dupont,Elementary,0.4,0.4,0.0,0.0,0.0
14K034,P.S. 034 Oliver H. Perry,Elementary,1.0,1.0,0.0,1.0,0.0
14K050,J.H.S. 050 John D. Wells,Junior High-Intermediate-Middle,1.6,1.0,0.6,1.0,0.0
14K059,P.S. 059 William Floyd,Elementary,2.4,1.4,1.0,1.0,1.0
14K071,Juan Morel Campos Secondary School,Secondary School,3.6,3.0,0.6,3.0,0.0
14K084,P.S. 084 Jose De Diego,K-8,3.0,1.0,2.0,1.0,2.0
14K110,P.S. 110 The Monitor,Elementary,1.0,1.0,0.0,1.0,0.0
14K120,P.S. 120 Carlos Tapia,Elementary,2.0,1.0,1.0,1.0,1.0
14K126,John Ericsson Middle School 126,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
14K132,P.S. 132 The Conselyea School,Elementary,2.0,1.0,1.0,1.0,1.0
14K147,P.S. 147 Isaac Remsen,Elementary,1.0,1.0,0.0,1.0,0.0
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,K-8,2.0,1.0,1.0,1.0,1.0
14K196,P.S. 196 Ten Eyck,Elementary,1.6,0.6,1.0,0.0,1.0
14K250,P.S. 250 George H. Lindsay,Elementary,1.6,0.6,1.0,0.0,1.0
14K257,P.S. 257 John F. Hylan,Elementary,3.0,1.0,2.0,1.0,2.0
14K297,P.S. 297 Abraham Stockton,Elementary,2.6,0.6,2.0,0.0,2.0
14K318,I.S. 318 Eugenio Maria De Hostos,Junior High-Intermediate-Middle,4.2,3.0,1.2,3.0,1.0
14K319,P.S. 319,Early Childhood,0.6,0.6,0.0,0.0,0.0
14K380,P.S. 380 John Wayne Elementary,Elementary,1.4,0.4,1.0,0.0,1.0
14K414,Brooklyn Arbor Elementary School,Elementary,1.4,0.4,1.0,0.0,1.0
14K449,"Brooklyn Latin School, The",High school,6.3,6.0,0.3,6.0,0.0
14K454,The Williamsburg High School of Art and Technology,High school,2.9,2.0,0.9,2.0,0.0
14K474,PROGRESS High School for Professional Careers,High school,4.2,2.0,2.2,2.0,2.0
14K477,East Williamsburg Scholars Academy,High school,1.2,1.0,0.2,1.0,0.0
14K478,"The High School for Enterprise, Business and Techn",High school,4.2,3.0,1.2,3.0,1.0
14K488,Brooklyn Preparatory High School,High school,3.0,2.0,1.0,2.0,1.0
14K558,Williamsburg High School for Architecture and Desi,High school,4.2,2.0,2.2,2.0,2.0
14K561,Williamsburg Preparatory School,High school,2.2,2.0,0.2,2.0,0.0
14K577,Conselyea Preparatory School,Junior High-Intermediate-Middle,2.2,1.0,1.2,1.0,1.0
14K582,M.S. 582,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
14K586,Lyons Community School,Secondary School,3.0,2.0,1.0,2.0,1.0
14K610,Automotive High School,High school,3.2,3.0,0.2,3.0,0.0
14K614,Young Women's Leadership School of Brooklyn,Secondary School,2.2,0.0,2.2,0.0,2.0
14K685,El Puente Academy for Peace and Justice,High school,3.2,3.0,0.2,3.0,0.0
15K001,P.S. 001 The Bergen,Elementary,3.0,1.0,2.0,1.0,2.0
15K010,"Magnet School of Math, Science and Design Technolo",Elementary,2.0,1.0,1.0,1.0,1.0
15K015,P.S. 015 Patrick F. Daly,Elementary,2.0,0.0,2.0,0.0,2.0
15K024,P.S. 024,Elementary,3.0,1.0,2.0,1.0,2.0
15K029,P.S. 029 John M. Harrigan,Elementary,2.0,1.0,1.0,1.0,1.0
15K032,P.S. 032 Samuel Mills Sprole,Elementary,3.0,1.0,2.0,1.0,2.0
15K038,P.S. 038 The Pacific,Elementary,0.5,0.5,0.0,0.0,0.0
15K039,P.S. 039 Henry Bristow,Elementary,0.6,0.6,0.0,0.0,0.0
15K051,M.S. 51 William Alexander,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
15K058,P.S. 058 The Carroll,Elementary,2.0,1.0,1.0,1.0,1.0
15K088,J.H.S. 088 Peter Rouget,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
15K094,P.S. 094 The Henry Longfellow,Elementary,2.0,1.0,1.0,1.0,1.0
15K107,P.S. 107 John W. Kimball,Elementary,0.8,0.8,0.0,0.0,0.0
15K118,The Maurice Sendak Community School,Elementary,0.6,0.6,0.0,0.0,0.0
15K124,P.S. 124 Silas B. Dutcher,Elementary,1.0,1.0,0.0,1.0,0.0
15K130,P.S. 130 The Parkside,Elementary,2.0,2.0,0.0,2.0,0.0
15K131,P.S. 131 Brooklyn,Elementary,2.6,1.6,1.0,1.0,1.0
15K136,I.S. 136 Charles O. Dewey,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
15K146,"The Brooklyn New School, P.S. 146",Elementary,2.6,1.6,1.0,1.0,1.0
15K154,The Windsor Terrace School,Elementary,1.9,0.9,1.0,0.0,1.0
15K169,P.S. 169 Sunset Park,Elementary,3.0,2.0,1.0,2.0,1.0
15K172,P.S. 172 Beacon School of Excellence,Elementary,2.0,1.0,1.0,1.0,1.0
15K230,P.S. 230 Doris L. Cohen,Elementary,3.0,2.0,1.0,2.0,1.0
15K261,P.S. 261 Philip Livingston,Elementary,2.0,1.0,1.0,1.0,1.0
15K295,P.S. 295,Elementary,2.0,0.0,2.0,0.0,2.0
15K321,P.S. 321 William Penn,Elementary,3.0,2.0,1.0,2.0,1.0
15K418,The Children's School,Elementary,1.0,0.0,1.0,0.0,1.0
15K423,Brooklyn Frontiers High School,High school,1.0,0.0,1.0,0.0,1.0
15K429,Digital Arts and Cinema Technology High School,High school,3.0,0.0,3.0,0.0,2.0
15K442,M.S. 442 Carroll Gardens School for Innovation,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
15K443,New Voices School of Academic & Creative Arts,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
15K447,The Math & Science Exploratory School,Junior High-Intermediate-Middle,3.0,1.0,2.0,1.0,2.0
15K448,Brooklyn Collaborative Studies,Secondary School,5.0,3.0,2.0,3.0,2.0
15K462,John Jay School for Law,High school,1.2,1.0,0.2,1.0,0.0
15K463,Secondary School for Journalism,High school,2.2,2.0,0.2,2.0,0.0
15K464,Park Slope Collegiate,Secondary School,3.2,3.0,0.2,3.0,0.0
15K497,The Boerum Hill School for International Studies,Secondary School,2.0,2.0,0.0,2.0,0.0
15K516,Sunset Park Avenues Elementary School,Elementary,1.0,0.0,1.0,0.0,1.0
15K519,Cobble Hill School of American Studies,High school,3.2,2.0,1.2,2.0,1.0
15K529,West Brooklyn Community High School,High school,2.0,2.0,0.0,2.0,0.0
15K592,Khalil Gibran International Academy,High school,2.2,2.0,0.2,2.0,0.0
15K656,Brooklyn High School of the Arts,High school,5.0,4.0,1.0,4.0,1.0
15K667,Sunset Park High School,High school,6.2,5.0,1.2,5.0,1.0
15K676,Red Hook Neighborhood School,Elementary,1.0,1.0,0.0,1.0,0.0
15K684,Millennium Brooklyn HS,High school,4.2,2.0,2.2,2.0,2.0
15K698,South Brooklyn Community High School,High school,3.0,2.0,1.0,2.0,1.0
