DBN,Location,Location Type,Total_GC&SW,Total GC,Total SW,Full Time GC,Full Time SW
25Q379,College Point Collaborative,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
25Q425,John Bowne High School,High school,16.0,15.0,1.0,15.0,1.0
25Q460,Flushing High School,High school,7.0,7.0,0.0,7.0,0.0
25Q499,"The Queens College School for Math, Science and Te",K-8,1.0,1.0,0.0,1.0,0.0
25Q525,Townsend Harris High School,High school,4.0,4.0,0.0,4.0,0.0
25Q540,Queens Academy High School,High school,3.0,3.0,0.0,3.0,0.0
25Q670,Robert F. Kennedy Community High School,High school,3.0,3.0,0.0,3.0,0.0
25Q792,North Queens Community High School,High school,1.0,1.0,0.0,1.0,0.0
26Q018,P.S. 018 Winchester,Elementary,0.6,0.6,0.0,0.0,0.0
26Q026,P.S. 026 Rufus King,Elementary,3.0,2.0,1.0,2.0,1.0
26Q031,P.S. 031 Bayside,Elementary,0.6,0.6,0.0,0.0,0.0
26Q041,P.S. 041 Crocheron,Elementary,1.0,0.0,1.0,0.0,1.0
26Q046,P.S. 046 Alley Pond,Elementary,2.0,1.0,1.0,1.0,1.0
26Q067,J.H.S. 067 Louis Pasteur,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
26Q074,J.H.S. 074 Nathaniel Hawthorne,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
26Q094,P.S. 094 David D. Porter,Elementary,1.0,1.0,0.0,1.0,0.0
26Q098,P.S. 098 The Douglaston School,Elementary,0.6,0.6,0.0,0.0,0.0
26Q115,The James J. Ambrose School,Elementary,2.0,1.0,1.0,1.0,1.0
26Q133,P.S. 133 Queens,Elementary,0.6,0.6,0.0,0.0,0.0
26Q158,M.S. 158 Marie Curie,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
26Q159,P.S. 159,Elementary,1.6,0.6,1.0,0.0,1.0
26Q162,P.S. 162 John Golden,Elementary,1.6,0.6,1.0,0.0,1.0
26Q172,Irwin Altman Middle School 172,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
26Q173,P.S. 173 Fresh Meadows,Elementary,0.6,0.6,0.0,0.0,0.0
26Q178,P.S./ IS 178 Holliswood,K-8,2.0,1.0,1.0,1.0,1.0
26Q186,P.S. 186 Castlewood,Elementary,1.4,0.4,1.0,0.0,1.0
26Q188,P.S. 188 Kingsbury,Elementary,0.4,0.4,0.0,0.0,0.0
26Q191,P.S. 191 Mayflower,Elementary,0.8,0.8,0.0,0.0,0.0
26Q203,P.S. 203 Oakland Gardens,Elementary,2.0,1.0,1.0,1.0,1.0
26Q205,P.S. 205 Alexander Graham Bell,Elementary,1.4,0.4,1.0,0.0,1.0
26Q213,P.S. 213 The Carl Ullman School,Elementary,1.0,1.0,0.0,1.0,0.0
26Q216,J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle,3.4,2.4,1.0,2.0,1.0
26Q221,P.S. 221 THE NORTH HILLS SCHOOL,Elementary,1.6,0.6,1.0,0.0,1.0
26Q266,P.S./I.S. 266,K-8,2.0,1.0,1.0,1.0,1.0
26Q315,Business Technology Early College High School,High school,3.0,3.0,0.0,3.0,0.0
26Q376,P.S. 376,Elementary,1.0,1.0,0.0,1.0,0.0
26Q415,Benjamin N. Cardozo High School,High school,12.0,9.0,3.0,9.0,3.0
26Q430,Francis Lewis High School,High school,18.0,15.0,3.0,15.0,3.0
26Q435,Martin Van Buren High School,High school,7.0,6.0,1.0,6.0,1.0
26Q495,Bayside High School,High school,18.2,15.0,3.2,15.0,3.0
26Q566,"Queens High School of Teaching, Liberal Arts and t",High school,5.0,5.0,0.0,5.0,0.0
27Q042,P.S./M.S 042 R. Vernam,K-8,3.0,2.0,1.0,2.0,1.0
27Q043,P.S. 043,K-8,3.0,2.0,1.0,2.0,1.0
27Q045,P.S. 045 Clarence Witherspoon,Elementary,1.0,1.0,0.0,1.0,0.0
27Q047,P.S. 047 Chris Galas,K-8,1.0,1.0,0.0,1.0,0.0
27Q051,P.S. 051,Early Childhood,1.0,1.0,0.0,1.0,0.0
27Q053,M.S. 053 Brian Piccolo,Junior High-Intermediate-Middle,4.0,1.0,3.0,1.0,3.0
27Q056,P.S. 056 Harry Eichler,Elementary,1.4,0.4,1.0,0.0,1.0
27Q060,P.S. 060 Woodhaven,Elementary,2.0,1.0,1.0,1.0,1.0
27Q062,P. S. 62 - Chester Park School,Elementary,2.0,1.0,1.0,1.0,1.0
27Q063,P.S. 063 Old South,Elementary,3.0,2.0,1.0,2.0,1.0
27Q064,P.S. 064 Joseph P. Addabbo,Elementary,2.0,1.0,1.0,1.0,1.0
27Q065,P.S. 65 - The Raymond York Elementary School,Elementary,0.4,0.4,0.0,0.0,0.0
27Q066,P.S. 066 Jacqueline Kennedy Onassis,Elementary,1.0,1.0,0.0,1.0,0.0
27Q090,P.S. 090 Horace Mann,Elementary,1.0,1.0,0.0,1.0,0.0
27Q096,P.S. 096,Elementary,0.4,0.4,0.0,0.0,0.0
27Q097,P.S. 097 Forest Park,Elementary,2.0,1.0,1.0,1.0,1.0
27Q100,P.S. 100 Glen Morris,Elementary,2.0,1.0,1.0,1.0,1.0
27Q104,P.S. 104 The Bays Water,Elementary,3.0,1.0,2.0,1.0,2.0
27Q105,P.S. 105 The Bay School,K-8,4.0,2.0,2.0,2.0,2.0
27Q106,Lighthouse Elementary School,Elementary,1.6,0.6,1.0,0.0,1.0
27Q108,P.S. 108 Captain Vincent G. Fowler,Elementary,3.0,2.0,1.0,2.0,1.0
27Q114,P.S./M.S. 114 Belle Harbor,K-8,2.0,1.0,1.0,1.0,1.0
27Q123,P.S. 123,Elementary,2.0,1.0,1.0,1.0,1.0
27Q124,P.S. 124 Osmond A Church,K-8,3.0,2.0,1.0,2.0,1.0
27Q137,M.S. 137 America's School of Heroes,Junior High-Intermediate-Middle,4.0,4.0,0.0,4.0,0.0
27Q146,P.S. 146 Howard Beach,K-8,2.0,1.0,1.0,1.0,1.0
27Q155,P.S. 155,Elementary,1.0,1.0,0.0,1.0,0.0
27Q183,P.S. 183 Dr. Richard R. Green,K-8,3.0,2.0,1.0,2.0,1.0
27Q197,P.S. 197 The Ocean School,Elementary,1.0,1.0,0.0,1.0,0.0
27Q202,J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle,3.0,3.0,0.0,3.0,0.0
27Q207,P.S. 207 Rockwood Park,K-8,4.0,2.0,2.0,2.0,2.0
27Q210,J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
27Q223,P.S. 223 Lyndon B. Johnson,Elementary,2.0,1.0,1.0,1.0,1.0
27Q226,J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
27Q232,P.S. 232 Lindenwood,K-8,3.0,2.0,1.0,2.0,1.0
27Q253,P.S. 253,Elementary,3.0,1.0,2.0,1.0,2.0
27Q254,P.S. 254 - The Rosa Parks School,Elementary,1.0,1.0,0.0,1.0,0.0
27Q260,Frederick Douglass Academy VI High School,High school,3.0,2.0,1.0,2.0,1.0
27Q261,Voyages Prep - South Queens,High school,2.0,1.0,1.0,1.0,1.0
27Q262,Channel View School for Research,Secondary School,5.3,4.0,1.3,4.0,1.0
27Q273,P.S. 273,Elementary,0.4,0.4,0.0,0.0,0.0
27Q282,Knowledge and Power Preparatory Academy VI,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
27Q297,Hawtree Creek Middle School,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
27Q302,"Queens High School for Information, Research, and",High school,3.5,3.0,0.5,3.0,0.0
27Q306,New York City Academy for Discovery,Elementary,2.0,1.0,1.0,1.0,1.0
27Q308,Robert H. Goddard High School of Communication Art,High school,3.2,3.0,0.2,3.0,0.0
27Q309,Academy of Medical Technology: A College Board Sch,Secondary School,2.5,2.0,0.5,2.0,0.0
27Q314,Epic High School - South,High school,2.2,2.0,0.2,2.0,0.0
27Q316,Queens Explorers Elementary School,Elementary,1.0,1.0,0.0,1.0,0.0
27Q317,Waterside Children's Studio School,Elementary,1.5,1.5,0.0,1.0,0.0
27Q318,Waterside School For Leadership,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
27Q319,Village Academy,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
27Q323,Scholars' Academy,Secondary School,6.0,5.0,1.0,5.0,1.0
27Q324,Rockaway Park High School for Environmental Sustai,High school,3.3,3.0,0.3,3.0,0.0
27Q333,Goldie Maple Academy,K-8,1.4,0.4,1.0,0.0,1.0
27Q334,Epic High School - North,High school,3.4,1.2,2.2,1.0,2.0
27Q351,Rockaway Collegiate High School,High school,2.3,1.0,1.3,1.0,1.0
27Q362,Wave Preparatory Elementary School,Elementary,1.0,0.0,1.0,0.0,1.0
27Q377,P.S. 377,Elementary,0.8,0.8,0.0,0.0,0.0
27Q400,August Martin High School,High school,4.0,2.0,2.0,2.0,2.0
27Q475,Richmond Hill High School,High school,9.2,7.0,2.2,7.0,2.0
27Q480,John Adams High School,High school,15.0,14.0,1.0,14.0,1.0
27Q650,"High School for Construction Trades, Engineering a",High school,4.2,4.0,0.2,4.0,0.0
28Q008,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
28Q040,P.S. 040 Samuel Huntington,Elementary,2.0,1.0,1.0,1.0,1.0
28Q048,P.S. 048 William Wordsworth,Elementary,2.0,1.0,1.0,1.0,1.0
28Q050,P.S. 050 Talfourd Lawn Elementary School,Elementary,2.0,1.0,1.0,1.0,1.0
28Q054,P.S. 054 Hillside,Elementary,1.0,1.0,0.0,1.0,0.0
28Q055,P.S. 055 Maure,Elementary,1.0,1.0,0.0,1.0,0.0
28Q072,Catherine & Count Basie Middle School 72,Junior High-Intermediate-Middle,3.0,1.0,2.0,1.0,2.0
28Q080,PS 80  The Thurgood Marshall Magnet School of Mult,Elementary,1.0,1.0,0.0,1.0,0.0
28Q082,P.S. 082 Hammond,Elementary,1.0,0.0,1.0,0.0,1.0
28Q086,P.S. Q086,Elementary,2.0,1.0,1.0,1.0,1.0
28Q099,P.S. 099 Kew Gardens,Elementary,2.0,0.0,2.0,0.0,2.0
28Q101,P.S. 101 School in the Gardens,Elementary,1.0,1.0,0.0,1.0,0.0
28Q117,P.S. 117 J. Keld / Briarwood School,Elementary,2.0,1.0,1.0,1.0,1.0
28Q121,P.S. 121 Queens,Elementary,1.0,1.0,0.0,1.0,0.0
28Q139,P.S. 139 Rego Park,Elementary,2.0,1.0,1.0,1.0,1.0
28Q140,P.S. 140 Edward K Ellington,Elementary,3.0,1.0,2.0,1.0,2.0
28Q144,P.S. 144 Col Jeromus Remsen,Elementary,1.6,0.6,1.0,0.0,1.0
28Q157,J.H.S. 157 Stephen A. Halsey,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
28Q160,P.S. 160 Walter Francis Bishop,Elementary,1.0,1.0,0.0,1.0,0.0
28Q161,P.S. 161 Arthur Ashe School,Elementary,1.0,1.0,0.0,1.0,0.0
28Q167,Metropolitan Expeditionary Learning School,Secondary School,4.0,3.0,1.0,3.0,1.0
28Q174,P.S. 174 William Sidney Mount,Elementary,0.4,0.4,0.0,0.0,0.0
28Q175,P.S. 175 The Lynn Gross Discovery School,Elementary,2.0,1.0,1.0,1.0,1.0
28Q182,P.S. 182 Samantha Smith,Elementary,3.0,1.0,2.0,1.0,2.0
28Q190,J.H.S. 190 Russell Sage,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
28Q196,P.S. 196 Grand Central Parkway,Elementary,2.0,1.0,1.0,1.0,1.0
28Q206,P.S. 206 The Horace Harding School,Elementary,2.0,1.0,1.0,1.0,1.0
28Q217,J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle,5.4,4.4,1.0,4.0,1.0
28Q220,P.S. 220 Edward Mandel,Elementary,2.0,1.0,1.0,1.0,1.0
28Q284,York Early College Academy,Secondary School,2.8,1.6,1.2,1.0,1.0
28Q287,The Emerson School,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
28Q303,The Academy for Excellence through the Arts,Elementary,Has counseling service (outside provider),0.0,0.0,0.0,0.0
28Q310,Queens Collegiate: A College Board School,Secondary School,3.2,3.0,0.2,3.0,0.0
28Q312,Jamaica Children's School,Elementary,1.0,0.0,1.0,0.0,1.0
28Q325,Hillside Arts & Letters Academy,High school,3.2,2.0,1.2,2.0,1.0
28Q328,High School for Community Leadership,High school,4.0,3.0,1.0,3.0,1.0
28Q332,Redwood Middle School,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
28Q338,Queens Satellite High School for Opportunity,High school,2.0,2.0,0.0,2.0,0.0
28Q349,The Queens School for Leadership and Excellence,Elementary,0.4,0.4,0.0,0.0,0.0
28Q350,Jamaica Gateway to the Sciences,High school,3.2,3.0,0.2,3.0,0.0
28Q354,The Jermaine L. Green STEM Institute of Queens,Elementary,2.0,1.0,1.0,1.0,1.0
28Q358,M.S. 358,Junior High-Intermediate-Middle,0.8,0.6,0.2,0.0,0.0
28Q440,Forest Hills High School,High school,15.2,11.0,4.2,11.0,4.0
28Q505,Hillcrest High School,High school,15.2,13.0,2.2,13.0,2.0
28Q620,Thomas A. Edison Career and Technical Education Hi,High school,10.2,9.0,1.2,9.0,1.0
28Q680,Queens Gateway to Health Sciences Secondary School,Secondary School,2.2,2.0,0.2,2.0,0.0
28Q686,Queens Metropolitan High School,High school,8.2,8.0,0.2,8.0,0.0
28Q687,Queens High School for the Sciences at York Colleg,High school,2.6,2.0,0.6,2.0,0.0
28Q690,High School for Law Enforcement and Public Safety,High school,2.2,2.0,0.2,2.0,0.0
28Q896,"Young Women's Leadership School, Queens",Secondary School,2.2,2.0,0.2,2.0,0.0
29Q015,P.S. 015 Jackie Robinson,Elementary,2.0,1.0,1.0,1.0,1.0
29Q033,P.S. 033 Edward M. Funk,Elementary,2.0,1.0,1.0,1.0,1.0
29Q034,P.S. 034 John Harvard,Elementary,2.0,2.0,0.0,2.0,0.0
29Q035,P.S. 035 Nathaniel Woodhull,Elementary,1.6,0.6,1.0,0.0,1.0
29Q036,P.S. 036 Saint Albans School,Elementary,1.0,0.0,1.0,0.0,1.0
29Q037,Cynthia Jenkins School,Elementary,1.6,0.6,1.0,0.0,1.0
29Q038,P.S. 038 Rosedale,Elementary,0.2,0.2,0.0,0.0,0.0
29Q052,P.S. 052 Queens,Elementary,3.0,1.0,2.0,1.0,2.0
29Q059,I.S. 059 Springfield Gardens,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
29Q095,P.S. 095 Eastwood,Elementary,3.0,2.0,1.0,2.0,1.0
29Q109,Jean Nuzzi Intermediate School,Junior High-Intermediate-Middle,3.2,2.0,1.2,2.0,1.0
29Q116,P.S./I.S. 116 William C. Hughley,K-8,3.6,1.6,2.0,1.0,2.0
29Q118,P.S. 118 Lorraine Hansberry,Elementary,1.0,1.0,0.0,1.0,0.0
29Q131,P.S. 131 Abigail Adams,Elementary,3.0,2.0,1.0,2.0,1.0
29Q132,P.S. 132 Ralph Bunche,Elementary,0.6,0.6,0.0,0.0,0.0
29Q134,P.S. 134 Hollis,Elementary,2.0,1.0,1.0,1.0,1.0
29Q135,The Bellaire School,Elementary,2.4,1.4,1.0,1.0,1.0
29Q136,P.S. 136 Roy Wilkins,Elementary,2.0,1.0,1.0,1.0,1.0
29Q138,P.S./M.S. 138 Sunrise,K-8,1.0,0.0,1.0,0.0,1.0
29Q147,P.S./M.S. 147 Ronald McNair,K-8,1.0,1.0,0.0,1.0,0.0
29Q156,P.S. 156 Laurelton,Elementary,1.6,0.6,1.0,0.0,1.0
29Q176,P.S. 176 Cambria Heights,Elementary,2.0,1.0,1.0,1.0,1.0
29Q181,P.S. 181 Brookfield,Elementary,1.0,1.0,0.0,1.0,0.0
29Q192,I.S. 192 The Linden,Junior High-Intermediate-Middle,2.2,1.0,1.2,1.0,1.0
29Q195,P.S. 195 William Haberle,Elementary,2.0,1.0,1.0,1.0,1.0
29Q208,P.S./I.S. 208,K-8,2.4,1.4,1.0,1.0,1.0
29Q238,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
29Q243,Institute for Health Professions at Cambria Height,High school,2.0,1.0,1.0,1.0,1.0
29Q248,Queens Preparatory Academy,High school,3.2,3.0,0.2,3.0,0.0
29Q251,P.S. 251 Queens,Elementary,0.4,0.4,0.0,0.0,0.0
29Q259,Pathways College Preparatory School: A College Boa,Secondary School,3.0,2.0,1.0,2.0,1.0
29Q265,Excelsior Preparatory High School,High school,1.2,1.0,0.2,1.0,0.0
29Q268,P.S./I.S. 268,K-8,1.0,1.0,0.0,1.0,0.0
29Q270,The Gordon Parks School,K-8,1.0,1.0,0.0,1.0,0.0
29Q272,George Washington Carver High School for the Scien,High school,3.2,2.0,1.2,2.0,1.0
29Q283,Preparatory Academy for Writers: A College Board S,Secondary School,2.2,1.0,1.2,1.0,1.0
29Q289,Queens United Middle School,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
29Q295,P.S./I.S. 295,K-8,1.0,1.0,0.0,1.0,0.0
29Q313,Benjamin Franklin High School for Finance & Inform,High school,2.2,0.0,2.2,0.0,2.0
29Q326,Cambria Heights Academy,High school,1.2,1.0,0.2,1.0,0.0
29Q327,Eagle Academy for Young Men III,Secondary School,2.2,2.0,0.2,2.0,0.0
29Q355,Collaborative Arts Middle School,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
29Q356,Community Voices Middle School,Junior High-Intermediate-Middle,2.6,0.4,2.2,0.0,2.0
29Q360,P.S. 360,Elementary,0.2,0.2,0.0,0.0,0.0
29Q492,"Mathematics, Science Research and Technology Magne",High school,3.2,2.0,1.2,2.0,1.0
29Q498,Humanities & Arts Magnet High School,High school,2.2,2.0,0.2,2.0,0.0
30Q002,P.S. 002 Alfred Zimberg,Elementary,2.0,1.0,1.0,1.0,1.0
30Q010,I.S. 010 Horace Greeley,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
30Q011,P.S. 011 Kathryn Phelan,Elementary,3.4,2.4,1.0,2.0,1.0
30Q017,P.S. 017 Henry David Thoreau,Elementary,2.0,1.0,1.0,1.0,1.0
30Q069,P.S. 069 Jackson Heights,Elementary,2.0,1.0,1.0,1.0,1.0
30Q070,P.S. 070,Elementary,2.0,1.0,1.0,1.0,1.0
30Q076,P.S. 076 William Hallet,Elementary,2.0,2.0,0.0,2.0,0.0
30Q078,P.S./I.S. 78Q,K-8,2.0,2.0,0.0,2.0,0.0
30Q084,P.S. 084 Steinway,Elementary,1.0,0.0,1.0,0.0,1.0
30Q085,P.S. 085 Judge Charles Vallone,Elementary,1.0,1.0,0.0,1.0,0.0
30Q092,P.S. 092 Harry T. Stewart Sr.,Elementary,2.0,1.0,1.0,1.0,1.0
30Q111,P.S. 111 Jacob Blackwell,K-8,2.0,1.0,1.0,1.0,1.0
30Q112,P.S. 112 Dutch Kills,Elementary,2.0,1.0,1.0,1.0,1.0
30Q122,P.S. 122 Mamie Fay,K-8,3.0,2.0,1.0,2.0,1.0
30Q126,Albert Shanker School for Visual and Performing Ar,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
30Q127,P.S. 127 Aerospace Science Magnet School,K-8,4.0,3.0,1.0,3.0,1.0
30Q141,I.S. 141 The Steinway,Junior High-Intermediate-Middle,3.0,2.0,1.0,2.0,1.0
30Q145,I.S. 145 Joseph Pulitzer,Junior High-Intermediate-Middle,4.0,3.0,1.0,3.0,1.0
30Q148,P.S. 148 Queens,Elementary,3.0,2.0,1.0,2.0,1.0
30Q149,P.S. 149 Christa Mcauliffe,Elementary,2.0,2.0,0.0,2.0,0.0
30Q150,P.S. 150 Queens,Elementary,2.0,2.0,0.0,2.0,0.0
30Q151,P.S. 151 Mary D. Carter,Elementary,1.0,1.0,0.0,1.0,0.0
30Q152,P.S. 152 Gwendoline N. Alleyne School,Elementary,1.0,1.0,0.0,1.0,0.0
30Q166,P.S. 166 Henry Gradstein,Elementary,3.0,2.0,1.0,2.0,1.0
30Q171,P.S. 171 Peter G. Van Alst,Elementary,1.4,0.4,1.0,0.0,1.0
30Q204,I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,2.0,2.0,0.0,2.0,0.0
30Q212,P.S. 212,Elementary,1.0,1.0,0.0,1.0,0.0
30Q222,P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Early Childhood,1.0,1.0,0.0,1.0,0.0
30Q227,I.S. 227 Louis Armstrong,Junior High-Intermediate-Middle,3.0,3.0,0.0,3.0,0.0
30Q228,The Ivan Lafayette Early Childhood School of the A,Early Childhood,1.0,1.0,0.0,1.0,0.0
30Q230,I.S. 230,Junior High-Intermediate-Middle,3.0,3.0,0.0,3.0,0.0
30Q234,P.S. 234,Elementary,1.0,1.0,0.0,1.0,0.0
30Q235,Academy for New Americans,Junior High-Intermediate-Middle,1.0,1.0,0.0,1.0,0.0
30Q258,Energy Tech High School,High school,4.2,1.0,3.2,1.0,3.0
30Q280,P.S. 280,Elementary,1.0,1.0,0.0,1.0,0.0
30Q286,"Young Women's Leadership School, Astoria",Secondary School,2.2,2.0,0.2,2.0,0.0
30Q291,Hunters Point Community Middle School,Junior High-Intermediate-Middle,1.8,0.8,1.0,0.0,1.0
30Q300,The 30th Avenue School (G&T Citywide),K-8,3.0,2.0,1.0,2.0,1.0
30Q301,Academy for Careers in Television and Film,High school,4.2,1.0,3.2,1.0,3.0
30Q329,East Elmhurst Community School,Elementary,1.0,1.0,0.0,1.0,0.0
30Q361,The Woodside Community School,Elementary,0.2,0.2,0.0,0.0,0.0
30Q384,P.S. 384,Elementary,1.0,1.0,0.0,1.0,0.0
30Q398,P.S. 398,Elementary,0.2,0.2,0.0,0.0,0.0
30Q445,William Cullen Bryant High School,High school,11.0,10.0,1.0,10.0,1.0
30Q450,Long Island City High School,High school,16.0,9.0,7.0,9.0,7.0
30Q501,Frank Sinatra School of the Arts High School,High school,5.0,4.0,1.0,4.0,1.0
30Q502,Information Technology High School,High school,5.0,5.0,0.0,5.0,0.0
30Q555,Newcomers High School,High school,4.0,4.0,0.0,4.0,0.0
30Q575,Academy of American Studies,High school,3.0,3.0,0.0,3.0,0.0
30Q580,Baccalaureate School for Global Education,Secondary School,1.0,1.0,0.0,1.0,0.0
31R001,P.S. 001 Tottenville,Elementary,1.4,0.4,1.0,0.0,1.0
31R002,I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,2.2,2.0,0.2,2.0,0.0
31R003,P.S. 003 The Margaret Gioiosa School,Elementary,1.0,0.0,1.0,0.0,1.0
31R004,P.S. 004 Maurice Wollin,Elementary,3.0,2.0,1.0,2.0,1.0
31R005,P.S. 005 Huguenot,Elementary,1.2,1.2,0.0,1.0,0.0
31R006,P.S. 6 Corporal Allan F. Kivlehan School,Elementary,2.0,1.0,1.0,1.0,1.0
31R007,I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,3.2,2.0,1.2,2.0,1.0
31R008,P.S. 8 Shirlee Solomon,Elementary,0.4,0.4,0.0,0.0,0.0
31R009,Naples Street Elementary School,Elementary,3.0,2.8,0.2,2.0,0.0
31R010,Fort Hill Collaborative Elementary School,Elementary,1.0,1.0,0.0,1.0,0.0
31R011,P.S. 11 Thomas Dongan School,Elementary,1.6,0.6,1.0,0.0,1.0
31R013,P.S. 013 M. L. Lindemeyer,Elementary,3.0,2.0,1.0,2.0,1.0
31R016,P.S. 016 John J. Driscoll,Elementary,3.0,1.0,2.0,1.0,2.0
31R018,P.S. 018 John G. Whittier,Elementary,2.6,1.6,1.0,1.0,1.0
31R019,P.S. 019 The Curtis School,Elementary,2.0,1.0,1.0,1.0,1.0
31R020,P.S. 020 Port Richmond,Elementary,2.0,1.0,1.0,1.0,1.0
31R021,P.S. 21 Margaret Emery-Elm Park,Elementary,1.6,0.6,1.0,0.0,1.0
31R022,P.S. 022 Graniteville,Elementary,5.0,3.0,2.0,3.0,2.0
31R023,P.S. 023 Richmondtown,Elementary,0.5,0.5,0.0,0.0,0.0
31R024,I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,4.2,3.0,1.2,3.0,1.0
31R026,P.S. 026 The Carteret School,Elementary,0.4,0.4,0.0,0.0,0.0
31R027,I.S. 027 Anning S. Prall,Junior High-Intermediate-Middle,3.2,3.0,0.2,3.0,0.0
31R028,The Eagle Academy for Young Men of Staten Island,Secondary School,2.0,2.0,0.0,2.0,0.0
31R029,P.S. 029 Bardwell,Elementary,1.0,1.0,0.0,1.0,0.0
31R030,P.S. 030 Westerleigh,Elementary,2.0,1.0,1.0,1.0,1.0
31R031,P.S. 031 William T. Davis,Elementary,2.2,1.2,1.0,1.0,1.0
31R032,P.S. 032 The Gifford School,Elementary,1.4,0.4,1.0,0.0,1.0
31R034,I.S. 034 Tottenville,Junior High-Intermediate-Middle,4.2,3.0,1.2,3.0,1.0
31R035,P.S. 35 The Clove Valley School,Elementary,0.5,0.5,0.0,0.0,0.0
31R036,P.S. 036 J. C. Drumgoole,Elementary,1.6,0.6,1.0,0.0,1.0
31R038,P.S. 038 George Cromwell,Elementary,1.6,0.6,1.0,0.0,1.0
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary,1.6,1.4,0.2,1.0,0.0
31R041,The Stephanie A. Vierno School,Elementary,1.4,1.4,0.0,0.0,0.0
31R042,P.S. 042 Eltingville,Elementary,2.0,1.0,1.0,1.0,1.0
31R044,P.S. 044 Thomas C. Brown,Elementary,4.2,2.0,2.2,2.0,2.0
31R045,P.S. 045 John Tyler,Elementary,3.0,2.0,1.0,2.0,1.0
31R046,P.S. 046 Albert V. Maniscalco,Elementary,In progress (interviewing),0.0,0.0,0.0,0.0
31R047,CSI High School for International Studies,High school,4.0,3.0,1.0,3.0,1.0
31R048,P.S. 048 William G. Wilcox,K-8,1.0,1.0,0.0,1.0,0.0
31R049,I.S. 49 Berta A. Dreyfus,Junior High-Intermediate-Middle,3.2,2.0,1.2,2.0,1.0
31R050,P.S. 050 Frank Hankinson,Elementary,2.0,1.0,1.0,1.0,1.0
31R051,I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,5.6,3.4,2.2,3.0,2.0
31R052,P.S. 052 John C. Thompson,Elementary,1.6,0.6,1.0,0.0,1.0
31R053,The Barbara Esselborn School,Elementary,1.0,1.0,0.0,1.0,0.0
31R054,P.S. 054 Charles W. Leng,Elementary,0.6,0.6,0.0,0.0,0.0
31R055,P.S. 055 Henry M. Boehm,Elementary,1.8,0.8,1.0,0.0,1.0
31R056,P.S. 56 The Louis Desario School,Elementary,2.0,1.0,1.0,1.0,1.0
31R057,P.S. 057 Hubert H. Humphrey,Elementary,2.4,1.0,1.4,1.0,1.0
31R058,Space Shuttle Columbia School,Elementary,3.0,1.0,2.0,1.0,2.0
31R059,The Harbor View School,Elementary,0.6,0.6,0.0,0.0,0.0
31R060,P.S. 060 Alice Austen,Elementary,2.0,1.0,1.0,1.0,1.0
31R061,I.S. 061 William A Morris,Junior High-Intermediate-Middle,4.2,3.0,1.2,3.0,1.0
31R062,The Kathleen Grimm School for Leadership and Susta,Elementary,1.2,1.2,0.0,1.0,0.0
31R063,Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,1.2,1.0,0.2,1.0,0.0
31R064,Gaynor McCown Expeditionary Learning School,High school,2.2,2.0,0.2,2.0,0.0
31R065,P.S. 65 The Academy of Innovative Learning,Elementary,1.0,1.0,0.0,1.0,0.0
31R068,Port Richmond School for Visionary Learning,Elementary,1.7,1.7,0.0,1.0,0.0
