DBN,School  Information                                                                                                         School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Counts by Role Specificaiton           Full-time GC,Counts by Role Specification                       Full-Time SW,Count by Role Specification          Part-time GC,Count by Role Specification           Part-Time SW,Additional Role Specifications      Bilingual GC,Additional Role Specifications        Bilingual SW,Additional Role Specifications        GC Serving More than One Location,Additional Role Specifications        SW Serving More than One Location,Program Designations Included in Counts      Bridging the Gap,Program Designations Included in Counts        High Needs SW,Program Designations Included in Counts        High Needs GC,Program Designations Included in Counts        School Response Clinician,Program Designations Included in Counts               Single Shepherd,Additional Supports      Learning to Work,Additional Supports              CBO Partner,Enrollment and Ratios   2019-20 SY Enrollment,Enrollment and Ratios           Ratio GC & SW,Enrollment and Ratios                   Ratio GC Only,Enrollment and Ratios                     Ratio SW Only
17K191,P.S. 191 Paul Robeson,ELEMENTARY,0.7,0.7,0,0,0,0.7,0,0,0,0.4,0,na,na,na,na,na,na,na,173,173,173,173
17K221,P.S. 221 Toussaint L'Ouverture,ELEMENTARY,0.6,0.6,0,0,0,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,226,226,226,226
17K241,P.S. 241 Emma L. Johnston,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,457,286,457,457
17K246,M.S. 246 Walt Whitman,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.4,1.4,0,1,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,416,297,297,416
17K249,P.S. 249 The Caton,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,853,427,853,853
17K289,P.S. 289 George V. Brower,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,316,158,316,316
17K316,P.S. 316 Elijah Stroud,ELEMENTARY,4.0,1,3,1,3,0,0,0,0,0,0,na,na,na,na,na,na,na,597,149,597,199
17K340,I.S. 340,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,197,197,197,197
17K352,Ebbets Field Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,123,123,123,123
17K353,Elijah Stroud Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,0.8,0.8,0,0,0,0.8,0,0,0,0.8,0,na,na,na,na,na,na,na,162,162,162,162
17K354,The School of Integrated Learning,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,"Counseling In Schools, Inc.",373,373,373,373
17K375,P.S. 375 Jackie Robinson School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,290,145,290,290
17K382,Academy for College Preparation and Career Explora,SECONDARY SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,346,173,173,346
17K394,M.S. K394,K-8,1.2,0.2,1,0,1,0.2,0,0,0,0.2,0,Bridging the Gap,na,na,na,na,na,na,337,281,337,337
17K397,P.S. 397 Foster-Laurie,ELEMENTARY,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,na,na,na,na,na,na,na,172,172,172,172
17K398,P.S. 398 Walter Weaver,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,265,166,265,265
17K399,P.S. 399 Stanley Eugene Clark,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,0,0.4,0,Bridging the Gap,na,na,na,na,na,na,284,203,284,284
17K408,Academy of Hospitality and Tourism,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,244,244,244,244
17K484,Ronald Edmonds Learning Center II,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,173,173,173,173
17K524,International High School at Prospect Heights,HIGH SCHOOL,3.2,1,2.2,1,2,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,370,117,370,171
17K528,The High School for Global Citizenship,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,222,222,222,222
17K531,"School for Human Rights, The",HIGH SCHOOL,3.2,1,2.2,1,2,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,326,103,326,150
17K532,New Bridges Elementary,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,449,225,449,449
17K537,High School for Youth and Community Development at,HIGH SCHOOL,4.0,2,2,2,2,0,0,0,0,0,0,na,na,na,na,na,na,na,466,117,233,233
17K539,High School for Service & Learning at Erasmus,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,299,133,150,299
17K543,"Science, Technology and Research Early College Hig",SECONDARY SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,624,277,312,624
17K546,High School for Public Service: Heroes of Tomorrow,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,475,219,238,475
17K547,Brooklyn Academy of Science and the Environment,HIGH SCHOOL,3.2,2,1.2,2,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,342,108,171,293
17K548,Brooklyn School for Music & Theatre,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,278,139,139,278
17K568,Brownsville Academy High School,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,111,111,111,111
17K590,Medgar Evers College Preparatory School,SECONDARY SCHOOL,3.3,3,0.3,3,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,1414,435,471,1414
17K600,Clara Barton High School,HIGH SCHOOL,9.2,8,1.2,8,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1253,137,157,1074
17K646,Aspirations Diploma Plus High School,HIGH SCHOOL,3.0,3,0,3,0,0,0,1,0,0,0,na,na,na,na,Single Shepherd,Learning to Work,na,200,67,67,200
17K705,Brooklyn Arts and Science Elementary School,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,321,321,321,321
17K722,New Heights Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,248,248,248,248
17K745,Brooklyn Institute for Liberal Arts,HIGH SCHOOL,4.2,3,1.2,3,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,461,111,154,395
17K751,Academy for Health Careers,HIGH SCHOOL,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,277,222,277,277
17K770,P.S. 770 New American Academy,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,288,144,288,288
18K066,P.S. 66,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,760,760,760,760
18K068,I.S. 068 Isaac Bildersee,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,239,239,239,239
18K114,P.S. 114 Ryder Elementary,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,484,242,484,484
18K115,P.S. 115 Daniel Mucatel School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,861,431,861,861
18K135,P.S. 135 Sheldon A. Brookner,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,465,233,465,465
18K208,P.S. 208 Elsa Ebeling,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,339,339,339,339
18K211,I.S. 211 John Wilson,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,342,342,342,342
18K219,P.S. 219 Kennedy-King,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,364,182,364,364
18K233,P.S. 233 Langston Hughes,ELEMENTARY,0.6,0.6,0,0,0,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,332,332,332,332
18K235,P.S. 235 Janice Marie Knight School,K-8,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,1174,391,1174,587
18K244,P.S. 244 Richard R. Green,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,427,214,427,427
18K268,P.S. 268 Emma Lazarus,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,320,320,320,320
18K272,P.S. 272 Curtis Estabrook,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,437,219,437,437
18K276,P.S. 276 Louis Marshall,ELEMENTARY,2.7,1.7,1,1,1,0.7,0,0,0,0.7,0,na,na,na,na,na,na,na,549,203,323,549
18K279,P.S. 279 Herman Schreiber,ELEMENTARY,1.3,1.3,0,1,0,0.3,0,0,0,0.3,0,na,na,na,na,na,na,na,348,268,268,348
18K285,I.S. 285 Meyer Levin,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,727,727,727,727
18K366,The Science And Medicine Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,407,102,136,407
18K563,It Takes a Village Academy,HIGH SCHOOL,5.0,4,1,4,1,0,0,0,0,0,0,na,na,na,na,na,na,na,620,124,155,620
18K566,Brooklyn Community High School for Excellence and,HIGH SCHOOL,4.0,2,2,2,2,0,0,0,0,0,0,na,na,na,na,na,na,na,204,51,102,102
18K567,Brooklyn Theatre Arts High School,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,338,338,338,338
18K569,Kurt Hahn Expeditionary Learning School,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,259,86,130,259
18K576,Victory Collegiate High School,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,307,307,307,307
18K578,Brooklyn Bridge Academy,HIGH SCHOOL,1.4,0,1.4,0,1,0,0.4,0,0,0,0.4,na,na,na,na,na,Learning to Work,na,168,120,168,120
18K581,"The Middle School of Media, Law and Fine Arts",JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,"Community Association of Progressive Dominicans, Inc.",234,234,234,234
18K588,Middle School for Art and Philosophy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,165,83,165,165
18K617,High School for Innovation in Advertising and Medi,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,208,208,208,208
18K629,Cultural Academy for the Arts and Sciences,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,251,251,251,251
18K633,High School for Medical Professions,HIGH SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,454,227,454,454
18K635,Olympus Academy,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,Learning to Work,na,191,96,96,191
18K637,Academy for Conservation and the Environment,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,306,306,306,306
18K642,Urban Action Academy,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,209,209,209,209
18K673,East Brooklyn Community High School,HIGH SCHOOL,2.6,1,1.6,1,1,0,0.6,0,0,0,0.6,na,na,High Needs GC,na,na,Learning to Work,na,196,75,196,123
18K763,Brooklyn Science and Engineering Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,353,177,353,353
19K007,P.S. 007 Abraham Lincoln,ELEMENTARY,2.0,1,1,1,1,0,0,1,1,0,0,na,na,na,na,na,na,na,784,392,784,784
19K013,P.S. 013 Roberto Clemente,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,High Needs GC,na,na,na,na,417,139,417,209
19K065,P.S. 065,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,556,556,556,556
19K089,P.S. 089 Cypress Hills,K-8,3.0,2,1,2,1,0,0,1,0,0,0,na,High Needs SW,na,na,na,na,na,490,163,245,490
19K108,P.S. 108 Sal Abbracciamento,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,901,300,901,451
19K149,P.S. 149 Danny Kaye,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,605,303,605,605
19K158,P.S. 158 Warwick,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,505,505,505,505
19K159,P.S. 159 Isaac Pitkin,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,756,378,756,756
19K171,I.S. 171 Abraham Lincoln,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,385,308,385,385
19K190,P.S. 190 Sheffield,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,0,0,0,na,na,na,na,na,na,na,190,136,190,190
19K202,P.S. 202 Ernest S. Jenkyns,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,352,176,352,352
19K213,P.S. 213 New Lots,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,259,259,259,259
19K214,P.S. 214 Michael Friedsam,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,865,433,865,865
19K218,J.H.S. 218 James P. Sinnott,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,378,168,378,302
19K224,P.S. 224 Hale A. Woodruff,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,332,332,332,332
19K273,P.S. 273 Wortman,ELEMENTARY,2.0,0,2,0,2,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,329,165,329,165
19K290,P.S. 290 Juan Morel Campos,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,436,218,436,436
19K292,J.H.S. 292 Margaret S. Douglas,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.3,3,0.3,3,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,526,162,175,526
19K306,P.S. 306 Ethan Allen,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,310,310,310,310
19K325,The Fresh Creek School,ELEMENTARY,0.8,0,0.8,0,0,0,0.8,0,0,0,0,na,na,na,na,na,na,na,190,190,190,190
19K328,P.S. 328 Phyllis Wheatley,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,"Community Association of Progressive Dominicans, Inc.",309,309,309,309
19K345,P.S. 345 Patrolman Robert Bolden,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,577,289,577,577
19K346,P.S. 346 Abe Stark,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,558,186,279,558
19K364,I.S. 364 Gateway,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,na,265,212,265,265
19K404,Academy for Young Writers,SECONDARY SCHOOL,4.0,4,0,4,0,0,0,0,0,0,0,na,na,na,na,na,na,na,542,136,136,542
19K409,East New York Family Academy,SECONDARY SCHOOL,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,511,160,170,511
19K422,Spring Creek Community School,SECONDARY SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,530,236,265,530
19K452,Frederick Douglass Academy VIII Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,High Needs SW,na,School Response Clinicians,na,na,na,307,136,307,246
19K502,FDNY - Captain Vernon A. Richard High School for F,HIGH SCHOOL,2.1,1,1.1,1,1,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,269,126,269,235
19K504,High School for Civil Rights,HIGH SCHOOL,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,233,194,233,233
19K507,Performing Arts and Technology High School,HIGH SCHOOL,2.1,2,0.1,2,0,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,379,177,190,379
19K510,World Academy for Total Community Health High Scho,HIGH SCHOOL,2.2,1,1.2,1,1,0,0.2,0,0,0,0.2,Bridging the Gap,na,na,School Response Clinicians,na,na,na,199,90,199,166
19K557,Brooklyn Gardens Elementary School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,309,309,309,309
19K583,Multicultural High School,HIGH SCHOOL,3.1,3,0.1,3,0,0,0.1,1,0,0,0.1,na,na,na,School Response Clinicians,na,na,"Partnership with Children, Inc.",299,95,100,299
19K615,Transit Tech Career and Technical Education High S,HIGH SCHOOL,5.7,4.4,1.3,4,1,0.4,0.3,2,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,715,127,163,572
19K618,Academy of Innovative Technology,HIGH SCHOOL,3.1,2,1.1,2,1,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,445,142,223,389
19K639,Brooklyn Lab School,HIGH SCHOOL,4.1,3,1.1,3,1,0,0.1,1,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,437,105,146,382
19K654,Van Siclen Community Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,290,129,145,290
19K659,Cypress Hills Collegiate Preparatory School,HIGH SCHOOL,2.1,2,0.1,2,0,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,"Partnership with Children, Inc.",348,162,174,348
19K660,W. H. Maxwell Career and Technical Education High,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,396,176,198,396
19K661,Vista Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,na,474,379,474,474
19K662,Liberty Avenue Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,514,228,514,411
19K663,School of the Future Brooklyn,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,na,172,138,172,172
19K677,East New York Elementary School of Excellence,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,500,250,500,500
19K678,East New York Middle School of Excellence,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,260,208,260,260
19K683,School for Classics High School,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,264,117,132,264
19K760,Highland Park Community School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,0,1.3,0,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,363,290,363,290
19K764,The Urban Assembly School for Collaborative Health,HIGH SCHOOL,3.1,2,1.1,2,1,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,335,107,168,293
19K907,Legacy School of the Arts,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,na,122,98,122,122
19K938,P.S. 938,ELEMENTARY,0.2,0,0.2,0,0,0,0.2,0,0,0,0,na,na,na,na,na,na,na,60,60,60,60
19K953,The East New York Arts and Civics High School,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,163,163,163,163
20K030,P.S./I.S. 30 Mary White Ovington,K-8,3.0,2,1,2,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,974,325,487,974
20K048,P.S. 048 Mapleton,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,569,569,569,569
20K062,J.H.S. 062 Ditmas,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1173,367,391,1173
20K069,P.S. 69 Vincent D. Grippo School,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,772,386,772,772
20K102,P.S. 102 The Bayview,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1405,703,1405,1405
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,1222,611,1222,1222
20K105,P.S. 105 The Blythebourne,ELEMENTARY,4.0,3,1,3,1,0,0,3,0,0,0,na,na,na,na,na,na,na,1382,346,461,1382
20K112,P.S. 112 Lefferts Park,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,727,727,727,727
20K127,P.S. 127 Mckinley Park,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,517,517,517,517
20K160,P.S. 160 William T. Sampson,ELEMENTARY,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1234,309,411,1234
20K163,P.S. 163 Bath Beach,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,633,633,633,633
20K164,P.S. 164 Caesar Rodney,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,674,337,674,674
20K170,Ralph A. Fabrizio School,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1019,340,510,1019
20K176,P.S. 176 Ovington,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,1224,612,1224,1224
20K179,P.S. 179 Kensington,ELEMENTARY,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,807,269,404,807
20K180,The SEEALL Academy,K-8,4.0,3,1,3,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,1072,268,357,1072
20K185,P.S. 185 Walter Kassenbrock,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,643,322,643,643
20K186,P.S. 186 Dr. Irving A Gladstone,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1118,373,559,1118
20K187,The Christa McAuliffe School\I.S. 187,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.1,2,0.1,2,0,0,0.1,1,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,982,458,491,982
20K192,P.S. 192 - The Magnet School for Math and Science,K-8,4.0,3,1,3,1,0,0,0,0,0,0,na,High Needs SW,High Needs GC,na,na,na,na,642,161,214,642
20K200,P.S. 200 Benson School,ELEMENTARY,3.0,2,1,2,1,0,0,1,1,0,0,na,na,na,na,na,na,na,1335,445,668,1335
20K201,J.H.S. 201 The Dyker Heights,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1743,550,581,1743
20K204,P.S. 204 Vince Lombardi,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1114,371,557,1114
20K205,P.S. 205 Clarion,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,1297,649,1297,1297
20K220,J.H.S. 220 John J. Pershing,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.1,3,0.1,3,0,0,0.1,0,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,1494,475,498,1494
20K223,J.H.S. 223 The Montauk,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.1,3,0.1,3,0,0,0.1,1,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,892,284,297,892
20K227,J.H.S. 227 Edward B. Shallow,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.1,3,0.1,3,0,0,0.1,1,0,0,0.1,na,na,na,School Response Clinicians,na,na,na,1637,521,546,1637
20K229,P.S. 229 Dyker,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1252,626,1252,1252
20K247,P.S. 247 Brooklyn,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,853,853,853,853
20K259,J.H.S. 259 William McKinley,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.2,3,0.2,3,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1864,589,621,1864
20K264,P.S. 264 Bay Ridge Elementary School For The Arts,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,461,231,461,461
20K310,The School For Future Leaders,ELEMENTARY,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,436,436,436,436
20K445,New Utrecht High School,HIGH SCHOOL,19.2,16,3.2,16,3,0,0.2,4,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,3480,182,218,1099
20K485,High School of Telecommunication Arts and Technolo,HIGH SCHOOL,6.1,4,2.1,4,2,0,0.1,1,1,0,0.1,na,na,na,School Response Clinicians,na,na,na,1225,199,306,572
20K490,Fort Hamilton High School,HIGH SCHOOL,23.2,19,4.2,19,4,0,0.2,0,1,0,0.2,na,na,na,School Response Clinicians,na,na,na,4657,201,245,1118
20K503,P.S. 503: The School of Discovery,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,941,471,941,941
20K505,Franklin Delano Roosevelt High School,HIGH SCHOOL,17.2,15,2.2,15,2,0,0.2,2,1,0,0.2,na,na,na,School Response Clinicians,na,na,na,3300,192,220,1523
20K506,P.S. 506: The School of Journalism & Technology,ELEMENTARY,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,737,246,369,737
