DBN,School  Information                                                                                                         School Name,Location Type,"Total Guidance Counselors (GC) & Social Workers (SW)


(includes GCs, SWs, ATRs, School Response Clinicians, High Needs Counselors, High Need SWs, Single Shepherds, Bridging the Gap SWs)",Total GC,Total SW,Counts by Role Specificaiton           Full-time GC,Counts by Role Specification                       Full-Time SW,Count by Role Specification          Part-time GC,Count by Role Specification           Part-Time SW,Additional Role Specifications      Bilingual GC,Additional Role Specifications        Bilingual SW,Additional Role Specifications        GC Serving More than One Location,Additional Role Specifications        SW Serving More than One Location,Program Designations Included in Counts      Bridging the Gap,Program Designations Included in Counts        High Needs SW,Program Designations Included in Counts        High Needs GC,Program Designations Included in Counts        School Response Clinician,Program Designations Included in Counts               Single Shepherd,Additional Supports      Learning to Work,Additional Supports              CBO Partner,Enrollment and Ratios   2019-20 SY Enrollment,Enrollment and Ratios           Ratio GC & SW,Enrollment and Ratios                   Ratio GC Only,Enrollment and Ratios                     Ratio SW Only
11X089,P.S. 089 Bronx,K-8,5.0,3,2,3,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,1505,301,502,753
11X096,P.S. 096 Richard Rodgers,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,848,283,424,848
11X097,P.S. 097 Bronx,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,596,298,596,596
11X103,P.S. 103 Hector Fontanez,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,948,316,948,474
11X105,P.S. 105 Sen Abraham Bernstein,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,972,486,972,972
11X106,P.S. 106 Parkchester,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1067,356,534,1067
11X108,P.S. 108 Philip J. Abinanti,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,570,570,570,570
11X111,P.S. 111 Seton Falls,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,603,603,603,603
11X112,P.S. 112 Bronxwood,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,399,200,200,399
11X121,P.S. 121 Throop,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,782,391,782,782
11X127,J.H.S. 127 The Castle Hill,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,0,1,0,0,na,na,na,na,na,na,na,814,204,271,814
11X144,J.H.S. 144 Michelangelo,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,447,112,149,447
11X153,P.S. 153 Helen Keller,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,610,305,610,610
11X160,P.S. 160 Walt Disney,ELEMENTARY,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,389,97,130,389
11X169,Baychester Academy,ELEMENTARY,2.0,0,2,0,2,0,0,0,0,0,0,na,na,na,na,na,na,na,416,208,416,208
11X175,P.S. 175 City Island,K-8,1.4,1.4,0,1,0,0.4,0,0,0,0.4,0,na,na,High Needs GC,na,na,na,na,300,214,214,300
11X178,P.S. 178 - Dr. Selman Waksman,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,358,179,358,358
11X180,M.S. 180 Dr. Daniel Hale Williams,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,1045,348,348,1045
11X181,I.S. 181 Pablo Casals,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4.0,3,1,3,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,881,220,294,881
11X189,Cornerstone Academy for Social Action,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,368,123,184,368
11X194,P.S./M.S. 194,K-8,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,1269,423,635,1269
11X249,Bronx Health Sciences High School,HIGH SCHOOL,3.3,3,0.3,3,0,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,287,88,96,287
11X253,Bronx High School for Writing and Communication Ar,HIGH SCHOOL,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,301,100,100,301
11X265,Bronx Lab School,HIGH SCHOOL,4.0,2,2,2,2,0,0,0,0,0,0,na,na,na,na,na,na,na,343,86,172,172
11X270,Academy for Scholarship and Entrepreneurship: A Co,HIGH SCHOOL,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,363,91,121,363
11X275,High School of Computers and Technology,HIGH SCHOOL,4.0,3,1,3,1,0,0,1,0,0,0,na,na,na,na,na,na,na,543,136,181,543
11X287,North Bronx School of Empowerment,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5.0,2,3,2,3,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,513,103,257,171
11X288,Collegiate Institute for Math and Science,HIGH SCHOOL,3.3,3,0.3,3,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,569,175,190,569
11X290,Bronx Academy of Health Careers,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,359,180,180,359
11X299,Astor Collegiate Academy,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,483,215,242,483
11X326,Bronx Green Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,415,415,415,415
11X355,Bronx Alliance Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,313,157,313,313
11X357,Young Voices Academy of the Bronx,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,430,430,430,430
11X370,Leaders of Tomorrow,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,463,232,232,463
11X418,Bronx High School for the Visual Arts,HIGH SCHOOL,3.3,2,1.3,2,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,440,135,220,352
11X455,Harry S Truman High School,HIGH SCHOOL,12.3,10,2.3,10,2,0,0.3,1,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,2172,177,217,965
11X462,Cornerstone Academy for Social Action Middle Schoo,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,252,126,252,252
11X468,Pelham Academy of Academics and Community Engageme,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,na,na,351,176,176,351
11X481,The STEAM Bridge School,ELEMENTARY,0.6,0.6,0,0,0,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,267,267,267,267
11X483,The Matilda Avenue School,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,213,107,213,213
11X498,P.S./M.S. 11X498 - Van Nest Academy,K-8,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,656,328,328,656
11X508,Bronxdale High School,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,"Global Kids, Inc.",448,149,224,448
11X509,High School of Language and Innovation,HIGH SCHOOL,3.3,2,1.3,2,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,366,113,183,293
11X513,New World High School,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,365,162,183,365
11X514,The Bronxwood Preparatory Academy,HIGH SCHOOL,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,354,157,177,354
11X529,One World Middle School at Edenwald,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,329,165,329,329
11X532,Baychester Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,288,144,144,288
11X542,Pelham Preparatory Academy,HIGH SCHOOL,3.3,2,1.3,2,1,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,495,152,248,396
11X544,High School for Contemporary Arts,HIGH SCHOOL,4.0,3,1,3,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,362,91,121,362
11X545,Bronx Aerospace High School,HIGH SCHOOL,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,263,132,263,263
11X556,Bronx Park Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,408,204,408,408
11X566,Pelham Gardens Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,2,1,2,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,435,145,218,435
11X567,Linden Tree Elementary School,ELEMENTARY,3.0,2,1,2,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,388,129,194,388
12X006,P.S. 006 West Farms,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,525,175,525,263
12X044,P.S. 044 David C. Farragut,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,264,132,264,264
12X047,P.S. 047 John Randolph,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,1019,340,1019,510
12X057,P.S. 057 Crescent,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,544,181,544,272
12X061,P.S. 061 Francisco Oller,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,264,264,264,264
12X066,P.S. 066 School of Higher Expectations,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,539,180,539,270
12X067,P.S. 067 Mohegan School,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,433,433,433,433
12X098,J.H.S. 098 Herman Ridder,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,251,126,251,251
12X129,M.S. 129 Academy for Independent Learning and Lead,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,1,2,1,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,514,171,514,257
12X134,P.S. 134 George F. Bristow,ELEMENTARY,3.0,1,2,1,2,0,0,0,1,0,0,Bridging the Gap,na,na,na,na,na,na,574,191,574,287
12X150,P.S. 150 Charles James Fox,ELEMENTARY,4.0,0,4,0,4,0,0,0,2,0,0,Bridging the Gap,na,na,na,na,na,na,704,176,704,176
12X190,E.S.M.T- I.S. 190,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,0,1,0,1,0,0,0,0,0,0,na,na,na,na,na,na,na,272,272,272,272
12X195,P.S. 195,ELEMENTARY,4.0,2,2,2,2,0,0,0,1,0,0,na,na,na,na,na,na,na,872,218,436,436
12X196,P.S. 196,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,815,408,815,815
12X211,P.S. 211,K-8,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,512,512,512,512
12X214,P.S. 214,K-8,4.0,2,2,2,2,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,1083,271,542,542
12X217,School of Performing Arts,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,343,343,343,343
12X242,Mott Hall V,SECONDARY SCHOOL,2.0,2,0,2,0,0,0,1,0,0,0,na,na,na,na,na,na,na,662,331,331,662
12X248,"Metropolitan High School, The",HIGH SCHOOL,3.0,2,1,2,1,0,0,1,1,0,0,na,na,na,na,na,na,na,273,91,137,273
12X251,Explorations Academy H.S.,HIGH SCHOOL,3.0,2,1,2,1,0,0,2,0,0,0,na,High Needs SW,na,na,na,na,na,314,105,157,314
12X267,Bronx Latin,SECONDARY SCHOOL,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,531,177,177,531
12X271,East Bronx Academy for the Future,SECONDARY SCHOOL,4.0,4,0,4,0,0,0,0,0,0,0,na,na,na,na,na,na,na,647,162,162,647
12X273,Frederick Douglass Academy V. Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,1,2,1,2,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,182,61,182,91
12X286,Fannie Lou Hamer Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,"Counseling In Schools, Inc.",284,142,284,284
12X300,The School of Science and Applied Learning,ELEMENTARY,5.0,1,4,1,4,0,0,0,2,0,0,Bridging the Gap,na,na,na,na,na,na,550,110,550,138
12X314,Fairmont Neighborhood School,ELEMENTARY,2.0,1,1,1,1,0,0,1,1,0,0,na,na,na,na,na,na,na,279,140,279,279
12X316,Kappa III,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,na,363,121,121,363
12X318,"I.S. X318 Math, Science & Technology Through Arts",JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,226,113,226,226
12X341,Accion Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3.0,2,1,2,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,384,128,192,384
12X383,Emolior Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,1,0,0,0,na,na,na,na,na,na,na,349,349,349,349
12X388,Pan American International High School at Monroe,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,na,na,426,142,213,426
12X446,Arturo A. Schomburg Satellite Academy Bronx,HIGH SCHOOL,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,Learning to Work,na,175,88,175,175
12X458,Samara Community School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,287,287,287,287
12X463,Urban Scholars Community School,ELEMENTARY,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,292,146,292,292
12X478,The Cinema School,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,355,178,178,355
12X479,Bronx Career and College Preparatory High School,HIGH SCHOOL,5.0,4,1,4,1,0,0,0,0,0,0,na,na,na,na,na,na,na,275,55,69,275
12X480,Bronx Regional High School,HIGH SCHOOL,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,183,92,183,183
12X511,Bronx Envision Academy,HIGH SCHOOL,2.0,1,1,1,1,0,0,1,0,0,0,na,na,na,na,na,na,na,393,197,393,393
12X521,The Metropolitan Soundview High School,HIGH SCHOOL,3.0,2,1,2,1,0,0,1,0,0,0,na,na,na,na,na,na,na,422,141,211,422
12X531,Archer Elementary School,ELEMENTARY,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,441,147,441,221
12X536,P.S. 536,ELEMENTARY,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,390,195,195,390
12X550,High School of World Cultures,HIGH SCHOOL,4.0,4,0,4,0,0,0,2,0,0,0,na,na,na,na,na,na,na,421,105,105,421
12X595,P.S. 595,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,191,96,191,191
12X682,Fannie Lou Hamer Freedom High School,HIGH SCHOOL,3.0,1,2,1,2,0,0,0,0,0,0,na,na,na,na,na,na,na,463,154,463,232
12X684,Wings Academy,HIGH SCHOOL,2.0,2,0,2,0,0,0,0,0,0,0,na,na,na,na,na,na,na,394,197,197,394
12X691,Bronx Little School,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,318,318,318,318
13K003,P.S. 003 The Bedford Village,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,302,302,302,302
13K008,P.S. 008 Robert Fulton,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,688,344,688,688
13K009,P.S. 009 Teunis G. Bergen,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,937,469,937,937
13K011,P.S. 011 Purvis J. Behan,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,949,475,949,949
13K020,P.S. 020 Clinton Hill,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,539,270,539,539
13K044,P.S. 044 Marcus Garvey,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,124,124,124,124
13K046,P.S. 046 Edward C. Blum,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,251,157,251,251
13K054,P.S. 054 Samuel C. Barnes,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,202,202,202,202
13K056,P.S. 056 Lewis H. Latimer,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,280,140,280,280
13K067,P.S. 067 Charles A. Dorsey,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,"Partnership with Children, Inc.",222,222,222,222
13K093,P.S. 093 William H. Prescott,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,185,185,185,185
13K113,M.S. 113 Ronald Edmonds Learning Center,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,333,277,333,333
13K133,P.S. 133 William A. Butler,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,726,726,726,726
13K256,P.S. 256 Benjamin Banneker,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,Bridging the Gap,na,na,na,na,na,na,214,214,214,214
13K265,Dr. Susan S. McKinney Secondary School of the Arts,SECONDARY SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,301,301,301,301
13K266,M.S. K266 - Park Place Community Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,1,1.2,1,1,0,0.2,0,0,0,0.2,na,na,High Needs GC,School Response Clinicians,na,na,na,166,75,166,138
13K270,P.S. 270 Johann DeKalb,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,High Needs SW,na,na,na,na,na,94,59,94,94
13K282,P.S. 282 Park Slope,K-8,3.0,2,1,2,1,0,0,0,1,0,0,na,na,na,na,na,na,na,584,195,292,584
13K287,P.S. 287 Bailey K. Ashford,ELEMENTARY,1.0,0,1,0,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,117,117,117,117
13K301,Satellite East Middle School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.3,1,0.3,1,0,0,0.3,0,0,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,"Counseling In Schools, Inc.",88,70,88,88
13K307,P.S. 307 Daniel Hale Williams,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,na,na,na,na,na,na,367,184,367,367
13K313,Dock Street School for STEAM Studies,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,High Needs GC,School Response Clinicians,na,na,na,284,129,142,284
13K350,Urban Assembly School of Music and Art,HIGH SCHOOL,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,193,161,193,193
13K351,The Urban Assembly Unison School,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.8,0.8,1,0,1,0.8,0,0,0,0,0,na,na,na,na,na,na,na,172,96,172,172
13K412,Brooklyn Community Arts & Media High School (BCAM),HIGH SCHOOL,3.6,2,1.6,2,1,0,0.6,0,0,0,0.6,na,na,na,School Response Clinicians,na,na,"Counseling In Schools, Inc.",451,125,226,282
13K419,"Science Skills Center High School for Science, Tec",HIGH SCHOOL,4.0,3,1,3,1,0,0,0,0,0,0,na,na,na,na,na,na,na,591,148,197,591
13K430,Brooklyn Technical High School,HIGH SCHOOL,24.2,21,3.2,21,3,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,6040,250,288,1907
13K439,Brooklyn International High School,HIGH SCHOOL,2.2,1,1.2,1,1,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,338,154,338,282
13K483,The Urban Assembly School for Law and Justice,HIGH SCHOOL,2.2,0,2.2,0,2,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,445,202,445,202
13K492,Academy of Arts and Letters,K-8,3.0,1,2,1,2,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,523,174,523,262
13K527,Urban Assembly Institute of Math and Science for Y,SECONDARY SCHOOL,4.2,2,2.2,2,2,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,475,113,238,216
13K553,Brooklyn Academy High School,HIGH SCHOOL,3.0,2,1,2,1,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,146,49,73,146
13K594,Gotham Professional Arts Academy,HIGH SCHOOL,2.3,1,1.3,1,1,0,0.3,0,0,0,0.3,na,na,High Needs GC,School Response Clinicians,na,na,na,152,68,152,122
13K595,Bedford Academy High School,HIGH SCHOOL,2.2,2,0.2,2,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,392,178,196,392
13K605,George Westinghouse Career and Technical Education,HIGH SCHOOL,7.0,4,3,4,3,0,0,0,0,0,0,na,na,na,na,na,na,na,753,108,188,251
13K616,Brooklyn High School for Leadership and Community,HIGH SCHOOL,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,Learning to Work,na,177,177,177,177
13K670,Benjamin Banneker Academy,HIGH SCHOOL,4.2,4,0.2,4,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,815,194,204,815
13K674,"City Polytechnic High School of Engineering, Archi",HIGH SCHOOL,4.2,4,0.2,4,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,433,103,108,433
13K691,Fort Greene Preparatory Academy,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,209,174,209,209
13K915,I.S. 915,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,278,278,278,278
14K016,P.S. 016 Leonard Dunkly,ELEMENTARY,2.4,1.4,1,1,1,0.4,0,0,1,0.4,0,na,na,High Needs GC,na,na,na,na,193,80,138,193
14K017,P.S. 017 Henry D. Woodworth,ELEMENTARY,1.4,0,1.4,0,1,0,0.4,0,0,0,0.4,na,na,na,na,na,na,na,300,214,300,214
14K018,P.S. 018 Edward Bush,ELEMENTARY,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,184,92,184,184
14K023,P.S. 023 Carter G. Woodson,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,272,136,272,272
14K031,P.S. 031 Samuel F. Dupont,ELEMENTARY,0.4,0.4,0,0,0,0.4,0,0,0,0.4,0,na,na,na,na,na,na,na,619,619,619,619
14K034,P.S. 034 Oliver H. Perry,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,479,479,479,479
14K050,J.H.S. 050 John D. Wells,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1.2,1,0.2,1,0,0,0.2,0,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,326,272,326,326
14K059,P.S. 059 William Floyd,ELEMENTARY,2.4,1.4,1,1,1,0.4,0,0,0,0.4,0,na,High Needs SW,High Needs GC,na,na,na,na,325,135,232,325
14K071,Juan Morel Campos Secondary School,SECONDARY SCHOOL,3.0,3,0,3,0,0,0,0,0,0,0,na,na,na,na,na,na,Henry Street Settlement,482,161,161,482
14K084,P.S. 084 Jose De Diego,K-8,3.0,1,2,1,2,0,0,0,1,0,0,na,na,na,na,na,na,na,729,243,729,365
14K110,P.S. 110 The Monitor,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,594,594,594,594
14K120,P.S. 120 Carlos Tapia,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,368,184,368,368
14K126,John Ericsson Middle School 126,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2.3,2,0.3,2,0,0,0.3,0,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,328,146,164,328
14K132,P.S. 132 The Conselyea School,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,713,357,713,713
14K147,P.S. 147 Isaac Remsen,ELEMENTARY,1.0,1,0,1,0,0,0,0,0,0,0,na,na,na,na,na,na,na,358,358,358,358
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,K-8,2.0,1,1,1,1,0,0,0,0,0,0,na,High Needs SW,na,na,na,na,na,399,200,399,399
14K196,P.S. 196 Ten Eyck,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,0,0.6,0,na,na,na,na,na,na,na,309,193,309,309
14K250,P.S. 250 George H. Lindsay,ELEMENTARY,1.6,0.6,1,0,1,0.6,0,0,1,0.6,0,na,na,na,na,na,na,na,407,254,407,407
14K257,P.S. 257 John F. Hylan,ELEMENTARY,2.0,1,1,1,1,0,0,0,1,0,0,na,na,na,na,na,na,na,547,274,547,547
14K297,P.S. 297 Abraham Stockton,ELEMENTARY,2.6,0.6,2,0,2,0.6,0,0,0,0.6,0,na,na,na,na,na,na,Henry Street Settlement,207,80,207,104
14K318,I.S. 318 Eugenio Maria De Hostos,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5.2,3,2.2,3,2,0,0.2,1,0,0,0.2,na,na,na,School Response Clinicians,na,na,na,1267,244,422,576
14K319,P.S. 319,EARLY CHILDHOOD,1.0,1,0,1,0,0,0,0,0,0,0,na,na,High Needs GC,na,na,na,na,125,125,125,125
14K380,P.S. 380 John Wayne Elementary,ELEMENTARY,1.0,0,1,0,1,0,0,0,1,0,0,na,na,na,na,na,na,St. Nicks Alliance Corp.,534,534,534,534
14K414,Brooklyn Arbor Elementary School,ELEMENTARY,1.4,0.4,1,0,1,0.4,0,0,1,0.4,0,na,na,na,na,na,na,na,610,436,610,610
14K449,"Brooklyn Latin School, The",HIGH SCHOOL,6.3,6,0.3,6,0,0,0.3,2,0,0,0.3,na,na,na,School Response Clinicians,na,na,na,785,126,131,785
